,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.48,4.76,-0.46,-7.06,-3.15,7.05,92.79
DCC_bivariate_loop,,,0.48,,4.22,-0.93,-7.19,-3.46,6.45,85.43
SW_cross_validated,,,4.76,4.22,,-5.14,-10.26,-7.01,2.02,61.44
SW_15,,,-0.46,-0.93,-5.14,,-6.68,-2.76,7.44,94.70
SW_30,,,-7.06,-7.19,-10.26,-6.68,,3.29,12.44,98.48
SW_60,,,-3.15,-3.46,-7.01,-2.76,3.29,,9.13,83.78
SW_120,,,7.05,6.45,2.02,7.44,12.44,9.13,,57.56
sFC,,,92.79,85.43,61.44,94.70,98.48,83.78,57.56,
