,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-5.88,-5.05,11.86,20.51,13.96,10.24,10.94,-6.46
DCC_joint,,-5.88,,0.84,17.36,23.64,18.20,15.11,15.70,0.12
DCC_bivariate_loop,,-5.05,0.84,,16.61,23.24,17.64,14.46,15.06,-0.85
SW_cross_validated,,11.86,17.36,16.61,,12.65,4.01,-0.68,0.19,-18.41
SW_15,,20.51,23.64,23.24,12.65,,-8.79,-12.80,-12.09,-24.07
SW_30,,13.96,18.20,17.64,4.01,-8.79,,-4.44,-3.63,-18.84
SW_60,,10.24,15.11,14.46,-0.68,-12.80,-4.44,,0.82,-15.86
SW_120,,10.94,15.70,15.06,0.19,-12.09,-3.63,0.82,,-16.42
sFC,,-6.46,0.12,-0.85,-18.41,-24.07,-18.84,-15.86,-16.42,
