,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.21,1.26,2.12,9.35,8.23,4.52,3.37,1.26
DCC_joint,,1.21,,0.03,0.80,6.85,5.06,2.49,1.61,0.00
DCC_bivariate_loop,,1.26,0.03,,0.78,6.91,5.11,2.49,1.60,0.03
SW_cross_validated,,2.12,0.80,0.78,,5.96,4.00,1.55,0.70,0.82
SW_15,,9.35,6.85,6.91,5.96,,3.29,5.25,6.00,7.06
SW_30,,8.23,5.06,5.11,4.00,3.29,,2.88,3.87,5.28
SW_60,,4.52,2.49,2.49,1.55,5.25,2.88,,0.97,2.58
SW_120,,3.37,1.61,1.60,0.70,6.00,3.87,0.97,,1.67
sFC,,1.26,0.00,0.03,0.82,7.06,5.28,2.58,1.67,
