,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-3.06,-2.69,4.38,10.42,3.05,1.51,5.21,-2.07
DCC_joint,,-3.06,,-0.93,6.77,12.12,4.39,3.25,6.86,1.74
DCC_bivariate_loop,,-2.69,-0.93,,5.89,11.22,4.38,3.26,6.46,1.67
SW_cross_validated,,4.38,6.77,5.89,,6.76,0.13,-1.95,1.75,-6.19
SW_15,,10.42,12.12,11.22,6.76,,-5.46,-7.90,-4.50,-11.75
SW_30,,3.05,4.39,4.38,0.13,-5.46,,-1.63,1.29,-3.99
SW_60,,1.51,3.25,3.26,-1.95,-7.90,-1.63,,3.26,-2.72
SW_120,,5.21,6.86,6.46,1.75,-4.50,1.29,3.26,,-6.43
sFC,,-2.07,1.74,1.67,-6.19,-11.75,-3.99,-2.72,-6.43,
