,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.0019,0.1606,0.7575,0.0076,0.9631,0.8266,0.0000,0.0000
DCC_joint,,0.0019,,0.0001,0.0000,0.9415,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,,0.1606,0.0001,,0.0505,0.0166,0.0375,0.0199,0.0000,0.0000
SW_cross_validated,,0.7575,0.0000,0.0505,,0.0014,0.6961,0.8601,0.0000,0.0000
SW_15,,0.0076,0.9415,0.0166,0.0014,,0.0012,0.0008,0.0000,0.0000
SW_30,,0.9631,0.0000,0.0375,0.6961,0.0012,,0.7918,0.0000,0.0000
SW_60,,0.8266,0.0000,0.0199,0.8601,0.0008,0.7918,,0.0000,0.0000
SW_120,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0227
sFC,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0227,
