,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.6202,0.9168,1.,0.1521,1.,1.,1.,0.0000
DCC_joint,nan,2.6234,-,1.,0.0392,0.0000,0.0008,1.,0.1796,0.0000
DCC_bivariate_loop,nan,2.436,-2.0282,-,0.1022,0.0000,0.0017,1.,0.4439,0.0000
SW_cross_validated,nan,0.9067,-3.8838,-3.4527,-,0.0000,1.,1.,1.,0.0000
SW_15,nan,-3.2731,-14.0806,-13.711,-7.5514,-,0.0007,0.0000,0.0000,0.0000
SW_30,nan,0.0253,-5.7001,-5.3062,-1.5536,5.7454,-,1.,1.,0.0000
SW_60,nan,1.3675,-2.1384,-1.7738,0.8378,7.6374,2.2182,-,1.,0.0000
SW_120,nan,1.1129,-3.1977,-2.781,0.3832,7.7655,1.8906,-0.4767,-,0.0000
sFC,nan,-10.8669,-178.471,-211.1852,-28.3198,-16.7941,-24.1461,-24.4098,-27.6308,-
