,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.20,2.23,2.42,2.78,1.58,1.07,23.42
DCC_bivariate_loop,,,0.20,,2.44,2.64,3.03,1.85,0.85,23.63
SW_cross_validated,,,2.23,2.44,,0.11,0.22,1.20,3.50,23.54
SW_15,,,2.42,2.64,0.11,,0.11,1.40,3.79,25.06
SW_30,,,2.78,3.03,0.22,0.11,,1.75,4.45,30.53
SW_60,,,1.58,1.85,1.20,1.40,1.75,,3.41,40.80
SW_120,,,1.07,0.85,3.50,3.79,4.45,3.41,,31.04
sFC,,,23.42,23.63,23.54,25.06,30.53,40.80,31.04,
