,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.72,8.48,0.12,5.70,0.71,0.07,2.78,61.51
DCC_joint,,7.72,,0.72,6.70,1.05,6.25,6.90,3.46,66.69
DCC_bivariate_loop,,8.48,0.72,,7.34,1.66,6.90,7.54,4.02,68.77
SW_cross_validated,,0.12,6.70,7.34,,5.08,0.54,0.17,2.47,51.33
SW_15,,5.70,1.05,1.66,5.08,,4.62,5.25,2.27,49.75
SW_30,,0.71,6.25,6.90,0.54,4.62,,0.71,2.00,52.66
SW_60,,0.07,6.90,7.54,0.17,5.25,0.71,,2.63,51.58
SW_120,,2.78,3.46,4.02,2.47,2.27,2.00,2.63,,44.45
sFC,,61.51,66.69,68.77,51.33,49.75,52.66,51.58,44.45,
