,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,17.20,18.88,0.25,12.70,1.58,-0.15,6.20,136.82
DCC_joint,,17.20,,1.62,-14.99,-2.35,-13.97,-15.44,-7.73,149.13
DCC_bivariate_loop,,18.88,1.62,,-16.41,-3.71,-15.43,-16.87,-8.99,153.78
SW_cross_validated,,0.25,-14.99,-16.41,,11.35,1.21,-0.38,5.53,114.77
SW_15,,12.70,-2.35,-3.71,11.35,,-10.32,-11.75,-5.08,111.25
SW_30,,1.58,-13.97,-15.43,1.21,-10.32,,-1.60,4.46,117.75
SW_60,,-0.15,-15.44,-16.87,-0.38,-11.75,-1.60,,5.89,115.33
SW_120,,6.20,-7.73,-8.99,5.53,-5.08,4.46,5.89,,99.39
sFC,,136.82,149.13,153.78,114.77,111.25,117.75,115.33,99.39,
