,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.21,0.72,5.19,1.88,0.49,0.81,5.05
DCC_bivariate_loop,,,0.21,,0.57,4.94,1.67,0.31,0.66,4.81
SW_cross_validated,,,0.72,0.57,,2.83,0.69,0.28,0.08,2.86
SW_15,,,5.19,4.94,2.83,,2.81,3.82,2.73,0.17
SW_30,,,1.88,1.67,0.69,2.81,,1.16,0.60,2.81
SW_60,,,0.49,0.31,0.28,3.82,1.16,,0.37,3.79
SW_120,,,0.81,0.66,0.08,2.73,0.60,0.37,,2.77
sFC,,,5.05,4.81,2.86,0.17,2.81,3.79,2.77,
