,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,1.22,18.61,40.89,16.47,38.36,43.68,18.73
DCC_bivariate_loop,,,1.22,,17.93,40.50,15.58,37.91,43.26,17.90
SW_cross_validated,,,18.61,17.93,,9.29,-6.88,7.92,16.93,-4.52
SW_15,,,40.89,40.50,9.29,,-23.61,-1.97,11.76,-19.27
SW_30,,,16.47,15.58,-6.88,-23.61,,21.36,30.00,3.01
SW_60,,,38.36,37.91,7.92,-1.97,21.36,,13.16,-17.21
SW_120,,,43.68,43.26,16.93,11.76,30.00,13.16,,-26.49
sFC,,,18.73,17.90,-4.52,-19.27,3.01,-17.21,-26.49,
