,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,1.83,-4.57,13.97,-6.42,-10.01,2.72,44.05
DCC_bivariate_loop,,,1.83,,-6.07,12.05,-8.17,-11.49,1.32,42.05
SW_cross_validated,,,-4.57,-6.07,,16.02,-0.90,-4.80,6.16,40.12
SW_15,,,13.97,12.05,16.02,,-20.04,-21.44,-7.71,31.09
SW_30,,,-6.42,-8.17,-0.90,-20.04,,-4.47,7.64,48.90
SW_60,,,-10.01,-11.49,-4.80,-21.44,-4.47,,10.64,45.27
SW_120,,,2.72,1.32,6.16,-7.71,7.64,10.64,,29.81
sFC,,,44.05,42.05,40.12,31.09,48.90,45.27,29.81,
