,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,13.51,1.08,10.46,31.92,18.55,11.30,8.78,33.55
DCC_joint,,13.51,,-17.78,1.33,25.41,8.40,-0.65,-3.07,29.89
DCC_bivariate_loop,,1.08,-17.78,,11.17,41.27,22.69,13.28,9.82,55.72
SW_cross_validated,,10.46,1.33,11.17,,14.38,4.20,-1.64,-3.26,12.04
SW_15,,31.92,25.41,41.27,14.38,,-13.71,-21.67,-22.67,-7.50
SW_30,,18.55,8.40,22.69,4.20,-13.71,,-7.69,-9.45,11.20
SW_60,,11.30,-0.65,13.28,-1.64,-21.67,-7.69,,-2.14,21.47
SW_120,,8.78,-3.07,9.82,-3.26,-22.67,-9.45,-2.14,,22.29
sFC,,33.55,29.89,55.72,12.04,-7.50,11.20,21.47,22.29,
