,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,11.72,-2.35,9.42,17.52,9.02,5.38,21.97,25.65
DCC_joint,,11.72,,-13.55,2.25,11.09,1.99,-2.99,12.10,16.25
DCC_bivariate_loop,,-2.35,-13.55,,10.89,18.73,10.48,7.11,23.02,26.21
SW_cross_validated,,9.42,2.25,10.89,,6.89,-0.15,-4.01,3.79,4.48
SW_15,,17.52,11.09,18.73,6.89,,-6.94,-11.29,-5.45,-5.21
SW_30,,9.02,1.99,10.48,-0.15,-6.94,,-3.78,3.90,4.56
SW_60,,5.38,-2.99,7.11,-4.01,-11.29,-3.78,,10.04,11.26
SW_120,,21.97,12.10,23.02,3.79,-5.45,3.90,10.04,,1.49
sFC,,25.65,16.25,26.21,4.48,-5.21,4.56,11.26,1.49,
