,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,nan,-25.5748,-,0.0000,0.0000,0.0000,1.,0.0000,0.0000,0.0120
DCC_bivariate_loop,nan,-4.5503,27.67,-,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000
SW_cross_validated,nan,-11.968,8.355,-9.7964,-,0.0000,0.0000,1.,0.6253,0.0000
SW_15,nan,-40.6974,-18.9976,-49.0384,-20.52,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-24.8551,1.4076,-26.908,-7.5259,21.057,-,0.0000,0.0000,0.0001
SW_60,nan,-14.6263,12.9403,-13.147,0.6328,31.6486,11.8838,-,0.7901,0.0000
SW_120,nan,-7.5878,10.0876,-5.0969,2.6196,20.1612,9.3965,2.5078,-,0.0000
sFC,nan,-32.8775,-4.4154,-42.6098,-11.7214,23.3805,-6.6029,-20.9926,-12.7949,-
