,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.66,0.75,1.02,5.48,3.08,1.58,0.43,6.05
DCC_joint,,0.66,,0.12,0.50,6.50,3.18,1.22,0.25,7.67
DCC_bivariate_loop,,0.75,0.12,,0.40,6.44,3.09,1.12,0.35,7.62
SW_cross_validated,,1.02,0.50,0.40,,5.45,2.47,0.68,0.69,6.31
SW_15,,5.48,6.50,6.44,5.45,,2.93,4.52,6.12,0.29
SW_30,,3.08,3.18,3.09,2.47,2.93,,1.69,3.15,3.55
SW_60,,1.58,1.22,1.12,0.68,4.52,1.69,,1.35,5.22
SW_120,,0.43,0.25,0.35,0.69,6.12,3.15,1.35,,7.02
sFC,,6.05,7.67,7.62,6.31,0.29,3.55,5.22,7.02,
