,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,2.76,0.70,5.15,1.83,0.39,1.08,8.79
DCC_bivariate_loop,,,2.76,,3.09,7.53,4.26,2.97,3.43,12.01
SW_cross_validated,,,0.70,3.09,,3.92,0.98,0.33,0.35,6.09
SW_15,,,5.15,7.53,3.92,,3.00,4.53,3.52,0.96
SW_30,,,1.83,4.26,0.98,3.00,,1.38,0.61,5.00
SW_60,,,0.39,2.97,0.33,4.53,1.38,,0.70,7.37
SW_120,,,1.08,3.43,0.35,3.52,0.61,0.70,,5.50
sFC,,,8.79,12.01,6.09,0.96,5.00,7.37,5.50,
