,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.64,3.58,3.42,3.17,3.46,3.60,3.58,2.62
DCC_joint,,3.64,,1.02,1.84,5.71,2.39,0.77,1.18,24.37
DCC_bivariate_loop,,3.58,1.02,,1.33,5.11,1.64,0.26,0.10,25.15
SW_cross_validated,,3.42,1.84,1.33,,2.12,0.24,1.46,1.30,7.98
SW_15,,3.17,5.71,5.11,2.12,,3.15,5.28,5.20,7.87
SW_30,,3.46,2.39,1.64,0.24,3.15,,1.84,1.63,14.02
SW_60,,3.60,0.77,0.26,1.46,5.28,1.84,,0.38,25.28
SW_120,,3.58,1.18,0.10,1.30,5.20,1.63,0.38,,28.80
sFC,,2.62,24.37,25.15,7.98,7.87,14.02,25.28,28.80,
