,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-2.58,-2.44,15.68,36.27,23.00,14.58,10.63,-7.00
DCC_joint,,-2.58,,0.22,18.90,40.88,26.62,17.58,13.11,-4.41
DCC_bivariate_loop,,-2.44,0.22,,19.06,41.43,26.90,17.70,13.14,-4.93
SW_cross_validated,,15.68,18.90,19.06,,18.46,6.80,-0.54,-3.06,-25.26
SW_15,,36.27,40.88,41.43,18.46,,-11.44,-18.50,-19.78,-51.37
SW_30,,23.00,26.62,26.90,6.80,-11.44,,-7.15,-9.21,-34.14
SW_60,,14.58,17.58,17.70,-0.54,-18.50,-7.15,,-2.50,-23.29
SW_120,,10.63,13.11,13.14,-3.06,-19.78,-9.21,-2.50,,-17.36
sFC,,-7.00,-4.41,-4.93,-25.26,-51.37,-34.14,-23.29,-17.36,
