,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.39,3.00,8.26,4.99,3.40,2.36,0.78
DCC_bivariate_loop,,,0.39,,2.57,7.34,4.32,2.86,1.98,0.45
SW_cross_validated,,,3.00,2.57,,3.30,0.95,0.12,0.41,1.77
SW_15,,,8.26,7.34,3.30,,3.04,4.15,3.60,5.16
SW_30,,,4.99,4.32,0.95,3.04,,1.28,1.38,2.93
SW_60,,,3.40,2.86,0.12,4.15,1.28,,0.35,1.85
SW_120,,,2.36,1.98,0.41,3.60,1.38,0.35,,1.31
sFC,,,0.78,0.45,1.77,5.16,2.93,1.85,1.31,
