,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-8.03,-6.78,4.35,22.24,14.50,10.37,7.65,-7.75
DCC_joint,,-8.03,,7.99,18.00,237.39,123.58,47.19,29.56,-0.43
DCC_bivariate_loop,,-6.78,7.99,,16.33,229.44,117.21,44.14,27.36,-3.76
SW_cross_validated,,4.35,18.00,16.33,,22.65,12.21,6.82,3.61,-16.56
SW_15,,22.24,237.39,229.44,22.65,,-48.09,-28.07,-24.03,-83.28
SW_30,,14.50,123.58,117.21,12.21,-48.09,,-8.39,-10.18,-58.75
SW_60,,10.37,47.19,44.14,6.82,-28.07,-8.39,,-3.48,-36.38
SW_120,,7.65,29.56,27.36,3.61,-24.03,-10.18,-3.48,,-25.56
sFC,,-7.75,-0.43,-3.76,-16.56,-83.28,-58.75,-36.38,-25.56,
