,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0001,1.,0.0000,0.0000,0.0000,0.0001,0.0074,0.0000
DCC_joint,nan,-6.6394,-,0.0000,0.1220,0.0000,0.0000,1.,0.1739,0.0000
DCC_bivariate_loop,nan,0.3952,9.6453,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,nan,-8.3235,-3.3727,-10.5223,-,0.0000,1.,0.0404,0.0006,0.0000
SW_15,nan,-18.0523,-15.1199,-23.0779,-9.2441,-,0.0000,0.0000,0.0000,0.1070
SW_30,nan,-12.7145,-8.1072,-18.6238,-2.3475,9.3686,-,0.0000,0.0000,0.0000
SW_60,nan,-6.7986,0.3926,-10.5468,3.8698,16.6295,9.7722,-,0.1491,0.0000
SW_120,nan,-4.6338,3.2122,-7.207,5.8219,18.4521,12.3814,3.2822,-,0.0000
sFC,nan,-26.9097,-30.7374,-45.4833,-15.2804,-3.4319,-23.2394,-40.8766,-41.282,-
