,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.98,6.81,19.81,67.31,44.37,24.12,13.17,3.89
DCC_joint,,3.98,,3.24,14.10,60.72,39.05,20.59,10.95,0.04
DCC_bivariate_loop,,6.81,3.24,,8.35,51.03,31.98,16.47,8.58,3.25
SW_cross_validated,,19.81,14.10,8.35,,54.61,30.78,12.12,4.42,13.96
SW_15,,67.31,60.72,51.03,54.61,,18.73,27.25,24.02,60.21
SW_30,,44.37,39.05,31.98,30.78,18.73,,11.14,12.11,38.75
SW_60,,24.12,20.59,16.47,12.12,27.25,11.14,,3.55,20.50
SW_120,,13.17,10.95,8.58,4.42,24.02,12.11,3.55,,10.94
sFC,,3.89,0.04,3.25,13.96,60.21,38.75,20.50,10.94,
