,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.89,-1.29,1.69,17.14,3.23,2.28,3.31,-1.32
DCC_joint,,-1.89,,0.20,2.81,17.44,3.90,3.31,4.32,1.03
DCC_bivariate_loop,,-1.29,0.20,,2.37,15.47,3.64,2.87,3.76,0.55
SW_cross_validated,,1.69,2.81,2.37,,11.79,2.02,0.57,1.30,-2.46
SW_15,,17.14,17.44,15.47,11.79,,-5.94,-10.65,-10.27,-18.78
SW_30,,3.23,3.90,3.64,2.02,-5.94,,-1.57,-1.11,-3.68
SW_60,,2.28,3.31,2.87,0.57,-10.65,-1.57,,0.68,-3.01
SW_120,,3.31,4.32,3.76,1.30,-10.27,-1.11,0.68,,-4.13
sFC,,-1.32,1.03,0.55,-2.46,-18.78,-3.68,-3.01,-4.13,
