,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_joint,nan,0.4334,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,0.6974,0.2785,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-8.0876,-8.3011,-8.3053,-,0.0000,0.0036,1.,1.,0.0000
SW_15,nan,-23.7331,-23.7458,-23.3069,-11.978,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-15.0008,-15.1293,-14.9244,-4.9595,7.4455,-,0.0067,0.0001,0.0000
SW_60,nan,-11.5638,-11.7375,-11.555,-1.0476,12.8644,4.678,-,1.,0.0000
SW_120,nan,-11.0352,-11.2117,-10.9677,0.3959,15.5491,6.7113,1.9111,-,0.0000
sFC,nan,1.2055,0.7393,0.4173,8.9696,24.7719,15.999,12.7156,12.3634,-
