,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-5.11,-4.94,5.83,35.59,20.10,12.24,8.87,0.18
DCC_joint,,-5.11,,-0.10,12.43,132.50,66.51,34.49,29.87,8.69
DCC_bivariate_loop,,-4.94,-0.10,,12.02,94.86,52.67,30.17,25.54,7.88
SW_cross_validated,,5.83,12.43,12.02,,24.93,10.95,4.18,0.89,-6.81
SW_15,,35.59,132.50,94.86,24.93,,-40.99,-42.71,-55.30,-58.74
SW_30,,20.10,66.51,52.67,10.95,-40.99,,-12.74,-21.14,-31.60
SW_60,,12.24,34.49,30.17,4.18,-42.71,-12.74,,-6.01,-17.64
SW_120,,8.87,29.87,25.54,0.89,-55.30,-21.14,-6.01,,-13.02
sFC,,0.18,8.69,7.88,-6.81,-58.74,-31.60,-17.64,-13.02,
