,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.3534,1.,0.3885,0.0000,0.0679,1.,0.0001,0.0000
DCC_joint,nan,-2.887,-,1.,1.,0.0006,1.,1.,0.1255,0.0000
DCC_bivariate_loop,nan,-2.1008,0.3589,-,1.,0.001,1.,1.,0.2352,0.0000
SW_cross_validated,nan,-2.8431,0.3077,-0.127,-,0.0002,1.,1.,0.0159,0.0000
SW_15,nan,-7.8598,-5.7999,-5.5758,-6.2684,-,0.0027,0.0001,0.0162,0.0000
SW_30,nan,-3.637,-0.8427,-1.0732,-1.2114,5.0919,-,1.,1.,0.0000
SW_60,nan,-1.9797,1.0736,0.5252,0.8569,6.7102,1.9236,-,0.003,0.0000
SW_120,nan,-6.9173,-3.3603,-3.0746,-4.2896,4.282,-2.1691,-5.0514,-,0.0000
sFC,nan,-84.9656,-81.9615,-62.3054,-99.6605,-41.8518,-76.0702,-93.356,-143.6612,-
