,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,0.0077,0.0004,0.0000,1.,1.,0.0001,0.6540
DCC_joint,nan,1.246,-,0.0286,0.0001,0.0000,0.9705,1.,0.0000,1.
DCC_bivariate_loop,nan,4.6164,4.0255,-,0.0000,0.0000,0.0808,0.075,0.0000,0.0523
SW_cross_validated,nan,-6.0101,-6.6501,-7.9887,-,0.0003,1.,1.,1.,0.0000
SW_15,nan,-8.7232,-8.9577,-9.9581,-6.1971,-,0.0420,0.0017,0.0063,0.0000
SW_30,nan,-2.2169,-2.4084,-3.5587,-0.3801,3.852,-,1.,1.,0.7198
SW_60,nan,-1.8366,-2.0966,-3.5923,0.6021,5.3199,0.7007,-,1.,1.
SW_120,nan,-6.8912,-7.3537,-8.6572,-2.1497,4.71,-0.6225,-1.838,-,0.0000
sFC,nan,2.5982,1.0807,-3.7537,7.4174,9.1746,2.5525,2.2952,7.8527,-
