,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.21,1.46,6.07,3.67,2.13,1.32,0.09
DCC_bivariate_loop,,,0.21,,1.19,5.61,3.31,1.84,1.09,0.30
SW_cross_validated,,,1.46,1.19,,4.81,2.29,0.71,0.04,1.57
SW_15,,,6.07,5.61,4.81,,2.57,4.07,4.06,6.22
SW_30,,,3.67,3.31,2.29,2.57,,1.56,1.91,3.79
SW_60,,,2.13,1.84,0.71,4.07,1.56,,0.57,2.24
SW_120,,,1.32,1.09,0.04,4.06,1.91,0.57,,1.41
sFC,,,0.09,0.30,1.57,6.22,3.79,2.24,1.41,
