,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,nan,nan,nan,nan,nan,nan,nan,nan
DCC_joint,nan,nan,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.,0.0000
DCC_bivariate_loop,nan,nan,33.1787,-,0.0000,0.0000,0.0000,0.0157,0.0000,0.
SW_cross_validated,nan,nan,24.9491,-6.2608,-,0.0000,0.0004,0.0942,0.0000,0.0000
SW_15,nan,nan,-5.1494,-37.7418,-29.3848,-,0.0000,0.0000,0.0012,0.0000
SW_30,nan,nan,21.3268,-11.1714,-4.4061,25.9959,-,0.0000,0.0000,0.0000
SW_60,nan,nan,29.5381,-3.4783,2.9502,34.1405,7.7095,-,0.0000,0.
SW_120,nan,nan,-0.6806,-31.7457,-24.154,4.1383,-20.6583,-28.3384,-,0.0000
sFC,nan,nan,-98.1024,-135.9216,-115.5866,-88.7662,-118.5271,-130.8389,-85.8571,-
