,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,0.2369,0.0001,0.0000,0.0000,0.0000,0.0000,1.
DCC_joint,nan,-1.914,-,1.,0.0003,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,-3.0713,-1.633,-,0.0648,0.0000,0.0000,0.0000,0.0003,1.
SW_cross_validated,nan,-6.5055,-6.0845,-3.6579,-,0.0000,0.0000,0.0000,0.4387,0.0002
SW_15,nan,-28.5829,-36.2523,-29.5433,-30.5478,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-19.0063,-23.6073,-18.3517,-17.3524,15.6298,-,0.0000,0.0000,0.0000
SW_60,nan,-12.3095,-14.2693,-10.4057,-7.7966,25.7066,10.7388,-,0.0023,0.0000
SW_120,nan,-8.6787,-9.1001,-6.1417,-2.7865,29.3202,15.3238,5.1793,-,0.0000
sFC,nan,-1.8234,0.172,1.8266,6.4838,37.9271,24.8645,15.1003,9.6544,-
