,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.86,1.37,2.91,12.79,8.50,5.51,3.88,0.82
DCC_joint,,0.86,,0.73,2.72,16.21,10.56,6.38,4.07,0.08
DCC_bivariate_loop,,1.37,0.73,,1.64,13.21,8.21,4.65,2.75,0.82
SW_cross_validated,,2.91,2.72,1.64,,13.66,7.76,3.49,1.25,2.90
SW_15,,12.79,16.21,13.21,13.66,,6.99,11.50,13.11,16.96
SW_30,,8.50,10.56,8.21,7.76,6.99,,4.80,6.85,11.12
SW_60,,5.51,6.38,4.65,3.49,11.50,4.80,,2.32,6.75
SW_120,,3.88,4.07,2.75,1.25,13.11,6.85,2.32,,4.32
sFC,,0.82,0.08,0.82,2.90,16.96,11.12,6.75,4.32,
