,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,nan,nan,nan,nan,nan,nan,nan,nan
DCC_joint,nan,nan,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,nan,nan,-1.6624,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,nan,nan,-45.0821,-41.8567,-,0.0000,0.0000,1.,1.,0.0000
SW_15,nan,nan,-87.9836,-84.1393,-49.2135,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,nan,-61.2492,-57.9067,-20.1705,27.9855,-,0.0000,0.0000,0.0000
SW_60,nan,nan,-45.7533,-42.5542,-1.1882,47.7392,18.8857,-,1.,0.0000
SW_120,nan,nan,-42.8328,-39.8687,0.3147,47.7622,19.6878,1.4471,-,0.0000
sFC,nan,nan,6.3878,7.8449,51.6782,93.8261,67.3323,52.2781,49.1394,-
