,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,0.5106,1.,0.0000,1.,1.,0.1738,0.3266
DCC_joint,nan,0.1395,-,0.0031,0.8339,0.0000,0.5869,1.,0.0002,0.0000
DCC_bivariate_loop,nan,2.7152,5.0313,-,0.0001,0.0000,0.0000,0.0799,0.0000,0.0000
SW_cross_validated,nan,-1.2917,-2.4819,-7.052,-,0.0000,1.,0.2388,0.1904,0.3081
SW_15,nan,-7.6729,-16.3705,-23.6217,-11.4191,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-1.356,-2.6496,-7.3856,-0.0833,11.7615,-,0.1674,0.1875,0.2881
SW_60,nan,0.6332,0.8683,-3.5636,3.0675,15.2281,3.2294,-,0.0001,0.0000
SW_120,nan,-3.2124,-6.357,-11.8456,-3.1709,9.2863,-3.1779,-6.5763,-,1.
sFC,nan,-2.9235,-7.3539,-15.484,-2.9505,16.5749,-2.9814,-7.2164,1.2571,-
