,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0158,1.,1.,0.6307,0.0103,0.5841,1.,0.0000
DCC_joint,nan,-4.2921,-,0.1088,0.0001,0.0000,0.0000,0.0000,0.0003,0.0000
DCC_bivariate_loop,nan,-1.8478,3.4245,-,0.0325,0.0003,0.0000,0.0000,1.,0.0000
SW_cross_validated,nan,0.96,6.9281,3.967,-,1.,0.0029,0.7758,0.2706,0.0000
SW_15,nan,2.6155,8.7608,6.1136,2.3132,-,1.,1.,0.0006,0.0000
SW_30,nan,4.4834,11.6762,9.275,5.0666,2.3931,-,0.0677,0.0000,0.0000
SW_60,nan,2.6519,10.1883,7.3862,2.5166,-0.411,-3.6382,-,0.0000,0.0000
SW_120,nan,-0.7102,6.1553,2.3324,-3.0102,-5.7978,-10.5032,-9.1456,-,0.0000
sFC,nan,-44.8949,-55.1744,-74.2025,-79.2416,-75.8953,-96.368,-140.5603,-236.4084,-
