,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.02,6.62,4.88,5.87,8.61,6.25,0.75,1.10
DCC_joint,,0.02,,7.60,7.07,6.28,9.55,6.72,0.95,2.05
DCC_bivariate_loop,,6.62,7.60,,10.99,1.00,2.45,1.21,7.14,8.68
SW_cross_validated,,4.88,7.07,10.99,,8.70,12.45,9.21,3.87,6.51
SW_15,,5.87,6.28,1.00,8.70,,1.02,0.15,6.27,6.90
SW_30,,8.61,9.55,2.45,12.45,1.02,,0.87,9.05,10.48
SW_60,,6.25,6.72,1.21,9.21,0.15,0.87,,6.66,7.38
SW_120,,0.75,0.95,7.14,3.87,6.27,9.05,6.66,,0.06
sFC,,1.10,2.05,8.68,6.51,6.90,10.48,7.38,0.06,
