,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.74,3.16,19.15,127.31,68.03,38.56,19.51,5.05
DCC_joint,,4.74,,-0.85,13.04,106.39,56.16,30.22,15.58,0.19
DCC_bivariate_loop,,3.16,-0.85,,12.24,89.72,48.89,26.96,15.15,1.03
SW_cross_validated,,19.15,13.04,12.24,,94.31,43.27,17.03,6.53,-13.09
SW_15,,127.31,106.39,89.72,94.31,,-53.64,-80.46,-51.95,-108.93
SW_30,,68.03,56.16,48.89,43.27,-53.64,,-27.10,-21.70,-57.18
SW_60,,38.56,30.22,26.96,17.03,-80.46,-27.10,,-4.78,-30.62
SW_120,,19.51,15.58,15.15,6.53,-51.95,-21.70,-4.78,,-15.59
sFC,,5.05,0.19,1.03,-13.09,-108.93,-57.18,-30.62,-15.59,
