,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,9.97,3.73,1.96,3.59,1.45,0.62,3.08,30.67
DCC_joint,,9.97,,6.85,6.34,7.02,8.84,8.68,8.32,8.95
DCC_bivariate_loop,,3.73,6.85,,0.83,0.17,2.32,2.71,1.15,24.36
SW_cross_validated,,1.96,6.34,0.83,,0.71,0.90,1.34,0.07,16.49
SW_15,,3.59,7.02,0.17,0.71,,2.17,2.57,0.97,24.89
SW_30,,1.45,8.84,2.32,0.90,2.17,,0.65,1.47,28.77
SW_60,,0.62,8.68,2.71,1.34,2.57,0.65,,1.97,23.90
SW_120,,3.08,8.32,1.15,0.07,0.97,1.47,1.97,,34.37
sFC,,30.67,8.95,24.36,16.49,24.89,28.77,23.90,34.37,
