,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.76,6.82,2.42,3.87,2.13,5.59,24.02,31.84
DCC_joint,,6.76,,1.64,5.68,4.79,5.60,1.97,10.30,14.83
DCC_bivariate_loop,,6.82,1.64,,5.71,4.48,5.47,0.58,18.47,27.57
SW_cross_validated,,2.42,5.68,5.71,,1.82,0.19,4.25,29.74,44.74
SW_15,,3.87,4.79,4.48,1.82,,1.83,3.11,30.60,49.24
SW_30,,2.13,5.60,5.47,0.19,1.83,,4.17,26.53,37.89
SW_60,,5.59,1.97,0.58,4.25,3.11,4.17,,16.00,22.64
SW_120,,24.02,10.30,18.47,29.74,30.60,26.53,16.00,,11.37
sFC,,31.84,14.83,27.57,44.74,49.24,37.89,22.64,11.37,
