,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.71,2.82,5.06,24.17,22.38,12.43,8.07,2.82
DCC_joint,,2.71,,0.06,2.26,17.93,13.51,6.72,4.09,-0.02
DCC_bivariate_loop,,2.82,0.06,,2.23,18.09,13.70,6.77,4.08,-0.08
SW_cross_validated,,5.06,2.26,2.23,,14.37,9.35,3.43,1.34,-2.35
SW_15,,24.17,17.93,18.09,14.37,,-9.28,-15.12,-15.43,-18.63
SW_30,,22.38,13.51,13.70,9.35,-9.28,,-9.42,-10.13,-14.36
SW_60,,12.43,6.72,6.77,3.43,-15.12,-9.42,,-2.47,-7.12
SW_120,,8.07,4.09,4.08,1.34,-15.43,-10.13,-2.47,,-4.29
sFC,,2.82,-0.02,-0.08,-2.35,-18.63,-14.36,-7.12,-4.29,
