,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.0007,0.0361,0.3364,0.1576,0.6163,0.4650,0.0000,0.0000
DCC_joint,,0.0007,,0.0003,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,,0.0361,0.0003,,0.0196,0.2013,0.0000,0.0006,0.0000,0.0000
SW_cross_validated,,0.3364,0.0000,0.0196,,0.3737,0.0062,0.5280,0.0000,0.0000
SW_15,,0.1576,0.0001,0.2013,0.3737,,0.0013,0.1154,0.0000,0.0000
SW_30,,0.6163,0.0000,0.0000,0.0062,0.0013,,0.0041,0.0000,0.0000
SW_60,,0.4650,0.0000,0.0006,0.5280,0.1154,0.0041,,0.0000,0.0000
SW_120,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.5275
sFC,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5275,
