,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.0080,0.0176,0.2317,0.0005,0.8707,0.2661,0.0025,0.1866
DCC_joint,,0.0080,,0.2498,0.0098,0.0001,0.4871,0.5399,0.0000,0.0475
DCC_bivariate_loop,,0.0176,0.2498,,0.0076,0.0001,0.2341,0.1824,0.0002,0.0546
SW_cross_validated,,0.2317,0.0098,0.0076,,0.0021,0.4395,0.0758,0.0998,0.0578
SW_15,,0.0005,0.0001,0.0001,0.0021,,0.0018,0.0003,0.0131,0.0002
SW_30,,0.8707,0.4871,0.2341,0.4395,0.0018,,0.7071,0.0681,0.8237
SW_60,,0.2661,0.5399,0.1824,0.0758,0.0003,0.7071,,0.0014,0.6949
SW_120,,0.0025,0.0000,0.0002,0.0998,0.0131,0.0681,0.0014,,0.0003
sFC,,0.1866,0.0475,0.0546,0.0578,0.0002,0.8237,0.6949,0.0003,
