,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,0.1365,0.0000,0.0000,0.0000,0.0237,1.
DCC_joint,nan,1.0562,-,1.,0.004,0.0000,0.0000,0.0000,0.0015,1.
DCC_bivariate_loop,nan,-0.0918,-1.4891,-,0.0362,0.0000,0.0000,0.0000,0.0084,0.6852
SW_cross_validated,nan,-3.322,-4.9174,-3.919,-,0.0000,0.0000,0.0012,1.,0.0008
SW_15,nan,-22.3795,-25.401,-25.1227,-19.8047,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-16.9422,-22.0028,-21.939,-13.3415,11.228,-,0.0000,0.0000,0.0000
SW_60,nan,-8.9689,-11.8399,-11.1237,-5.475,16.394,8.2651,-,0.2505,0.0000
SW_120,nan,-4.1088,-5.3827,-4.5781,-1.343,16.2532,9.1462,3.0457,-,0.0004
sFC,nan,1.9355,1.0983,2.576,5.6855,25.6316,22.1063,12.3993,6.0167,-
