,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,6.15,0.21,4.63,6.82,-0.52,-2.56,4.05,118.48
DCC_joint,,6.15,,-5.53,-1.75,-0.84,-6.17,-7.30,-4.49,33.11
DCC_bivariate_loop,,0.21,-5.53,,4.01,5.79,-0.60,-2.03,2.62,70.31
SW_cross_validated,,4.63,-1.75,4.01,,1.13,-4.69,-5.97,-2.68,42.05
SW_15,,6.82,-0.84,5.79,1.13,,-6.70,-8.38,-4.65,47.11
SW_30,,-0.52,-6.17,-0.60,-4.69,-6.70,,-1.57,3.86,87.38
SW_60,,-2.56,-7.30,-2.03,-5.97,-8.38,-1.57,,6.94,131.83
SW_120,,4.05,-4.49,2.62,-2.68,-4.65,3.86,6.94,,127.14
sFC,,118.48,33.11,70.31,42.05,47.11,87.38,131.83,127.14,
