,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-5.81,-3.77,5.74,28.27,17.78,10.42,7.11,-2.17
DCC_joint,,-5.81,,3.51,14.09,58.70,46.66,26.59,18.78,3.42
DCC_bivariate_loop,,-3.77,3.51,,11.91,56.42,43.84,23.70,16.13,1.19
SW_cross_validated,,5.74,14.09,11.91,,23.57,11.63,3.90,0.71,-8.37
SW_15,,28.27,58.70,56.42,23.57,,-25.50,-29.65,-29.20,-33.59
SW_30,,17.78,46.66,43.84,11.63,-25.50,,-12.33,-14.51,-22.60
SW_60,,10.42,26.59,23.70,3.90,-29.65,-12.33,,-3.95,-14.10
SW_120,,7.11,18.78,16.13,0.71,-29.20,-14.51,-3.95,,-10.25
sFC,,-2.17,3.42,1.19,-8.37,-33.59,-22.60,-14.10,-10.25,
