,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,1.,0.2280,1.,1.,1.,1.
DCC_joint,nan,-1.1321,-,0.0000,0.0925,0.0000,0.0030,0.0001,0.0000,0.0091
DCC_bivariate_loop,nan,1.0543,26.5492,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,nan,-0.6335,3.4979,-12.0117,-,0.0000,0.0002,1.,0.364,0.0005
SW_15,nan,-3.0887,-21.1287,-45.0936,-16.6737,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-1.5504,-5.0457,-31.7647,-6.4656,16.6752,-,0.0000,0.0000,0.9468
SW_60,nan,-0.4703,7.008,-16.2951,1.1257,25.4825,11.4774,-,0.9903,0.0000
SW_120,nan,-0.114,7.1829,-8.2829,2.8733,20.191,10.1502,2.3986,-,0.0000
sFC,nan,-1.408,-4.5418,-41.6879,-5.9462,23.1569,2.4204,-12.4871,-9.9712,-
