,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-0.69,-3.44,4.63,7.54,1.93,0.81,5.15,-0.88
DCC_joint,,-0.69,,-2.70,4.84,7.70,2.26,1.19,5.40,-0.05
DCC_bivariate_loop,,-3.44,-2.70,,6.93,8.73,3.88,3.00,7.08,2.93
SW_cross_validated,,4.63,4.84,6.93,,6.16,-0.18,-1.53,2.46,-6.03
SW_15,,7.54,7.70,8.73,6.16,,-5.34,-6.21,-4.55,-7.88
SW_30,,1.93,2.26,3.88,-0.18,-5.34,,-0.95,1.69,-2.39
SW_60,,0.81,1.19,3.00,-1.53,-6.21,-0.95,,2.91,-1.28
SW_120,,5.15,5.40,7.08,2.46,-4.55,1.69,2.91,,-5.88
sFC,,-0.88,-0.05,2.93,-6.03,-7.88,-2.39,-1.28,-5.88,
